PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI656040	PI656040_PI656040	-154147.9799133	15153	25%	-3.9101562	Chr08	miss50	Caudatum	154147.9799133
PI656040	PI656040_PI656040	-75056.1018639001	6191	10%	-5.44519045	Chr08	miss50	Caudatum	75056.1018639001
PI656040	PI656040_PI656040	-41080.9168052999	3123	5%	-6.154297	Chr08	miss50	Caudatum	41080.9168052999
PI656040	PI656040_PI656040	-9804.2763617	648	1%	-7.34375	Chr08	miss50	Caudatum	9804.2763617
PI656040	PI656040_PI656040	-158192.7758492	16918	25%	-3.75	Chr09	miss50	Caudatum	158192.7758492
PI656040	PI656040_PI656040	-77319.9063662001	6943	10%	-5.33116459	Chr09	miss50	Caudatum	77319.9063662001
PI656040	PI656040_PI656040	-41834.9240052	3448	5%	-6.0703125	Chr09	miss50	Caudatum	41834.9240052
PI656040	PI656040_PI656040	-9587.8193307	684	1%	-7.2578125	Chr09	miss50	Caudatum	9587.8193307
PI656040	PI656040_PI656040	-161455.9489985	16241	25%	-3.803711	Chr10	miss50	Caudatum	161455.9489985
PI656040	PI656040_PI656040	-75284.1493232	6309	10%	-5.375	Chr10	miss50	Caudatum	75284.1493232
PI656040	PI656040_PI656040	-39429.9262042	3033	5%	-6.1035156	Chr10	miss50	Caudatum	39429.9262042
PI656040	PI656040_PI656040	-8382.3886761	559	1%	-7.2773438	Chr10	miss50	Caudatum	8382.3886761
PI656041	PI656041_PI656041	-199436.9042945	20541	25%	-3.4990234	Chr01	miss50	Bicolor	199436.9042945
PI656041	PI656041_PI656041	-98043.0789747001	8259	10%	-5.1816406	Chr01	miss50	Bicolor	98043.0789747001
PI656041	PI656041_PI656041	-53639.8132382001	4139	5%	-5.9814453	Chr01	miss50	Bicolor	53639.8132382001
PI656041	PI656041_PI656041	-12647.1567303	849	1%	-7.209961	Chr01	miss50	Bicolor	12647.1567303
PI656041	PI656041_PI656041	-230794.5121075	24310	25%	-3.3007812	Chr02	miss50	Bicolor	230794.5121075
PI656041	PI656041_PI656041	-117367.2869063	10049	10%	-4.9757812	Chr02	miss50	Bicolor	117367.2869063
PI656041	PI656041_PI656041	-64856.3689031	5045	5%	-5.8046875	Chr02	miss50	Bicolor	64856.3689031
PI656041	PI656041_PI656041	-14869.5100692	994	1%	-7.1015625	Chr02	miss50	Bicolor	14869.5100692
PI656041	PI656041_PI656041	-232112.967942201	24750	25%	-3.1981201	Chr03	miss50	Bicolor	232112.967942201
PI656041	PI656041_PI656041	-121969.2637481	10578	10%	-4.8928223	Chr03	miss50	Bicolor	121969.2637481
PI656041	PI656041_PI656041	-68157.9110858001	5363	5%	-5.73617855	Chr03	miss50	Bicolor	68157.9110858001
PI656041	PI656041_PI656041	-16130.4083287	1088	1%	-7.045371144	Chr03	miss50	Bicolor	16130.4083287
PI656041	PI656041_PI656041	-185284.2950613	18097	25%	-3.8300781	Chr04	miss50	Bicolor	185284.2950613
PI656041	PI656041_PI656041	-88783.0279457	7250	10%	-5.4033203	Chr04	miss50	Bicolor	88783.0279457
PI656041	PI656041_PI656041	-48010.3754732	3603	5%	-6.12265628	Chr04	miss50	Bicolor	48010.3754732
PI656041	PI656041_PI656041	-11212.1274256	726	1%	-7.2910156	Chr04	miss50	Bicolor	11212.1274256
PI656041	PI656041_PI656041	-116054.4596249	11668	25%	-3.6359863	Chr05	miss50	Bicolor	116054.4596249
PI656041	PI656041_PI656041	-55229.2155175001	4564	10%	-5.276367	Chr05	miss50	Bicolor	55229.2155175001
PI656041	PI656041_PI656041	-29984.1346489	2271	5%	-6.041992	Chr05	miss50	Bicolor	29984.1346489
PI656041	PI656041_PI656041	-7073.12548580001	467	1%	-7.2558594	Chr05	miss50	Bicolor	7073.12548580001
PI656041	PI656041_PI656041	-238306.185422699	23003	25%	-3.9614258	Chr06	miss50	Bicolor	238306.185422699
PI656041	PI656041_PI656041	-114639.6348531	9367	10%	-5.501953	Chr06	miss50	Bicolor	114639.6348531
PI656041	PI656041_PI656041	-62457.7144485999	4725	5%	-6.201172	Chr06	miss50	Bicolor	62457.7144485999
PI656041	PI656041_PI656041	-13758.228024	901	1%	-7.3916016	Chr06	miss50	Bicolor	13758.228024
PI656041	PI656041_PI656041	-209393.621318199	21137	25%	-3.703674325	Chr07	miss50	Bicolor	209393.621318199
PI656041	PI656041_PI656041	-102162.1317431	8589	10%	-5.3376465	Chr07	miss50	Bicolor	102162.1317431
PI656041	PI656041_PI656041	-55244.1384204	4270	5%	-6.0955322	Chr07	miss50	Bicolor	55244.1384204
PI656041	PI656041_PI656041	-12565.0554213	848	1%	-7.3183594	Chr07	miss50	Bicolor	12565.0554213
PI656041	PI656041_PI656041	-153317.1307481	14882	25%	-3.9101562	Chr08	miss50	Bicolor	153317.1307481
PI656041	PI656041_PI656041	-72315.7226725001	5895	10%	-5.44519045	Chr08	miss50	Bicolor	72315.7226725001
PI656041	PI656041_PI656041	-39591.5871698001	2979	5%	-6.154297	Chr08	miss50	Bicolor	39591.5871698001
PI656041	PI656041_PI656041	-9085.6445329	591	1%	-7.34375	Chr08	miss50	Bicolor	9085.6445329
PI656041	PI656041_PI656041	-126722.0950881	12551	25%	-3.75	Chr09	miss50	Bicolor	126722.0950881
PI656041	PI656041_PI656041	-59116.8961017998	4854	10%	-5.33116459	Chr09	miss50	Bicolor	59116.8961017998
PI656041	PI656041_PI656041	-31582.3792529001	2372	5%	-6.0703125	Chr09	miss50	Bicolor	31582.3792529001
PI656041	PI656041_PI656041	-7523.2587751	489	1%	-7.2578125	Chr09	miss50	Bicolor	7523.2587751
PI656041	PI656041_PI656041	-165067.144809699	16105	25%	-3.803711	Chr10	miss50	Bicolor	165067.144809699
PI656041	PI656041_PI656041	-77833.6743396	6339	10%	-5.375	Chr10	miss50	Bicolor	77833.6743396
PI656041	PI656041_PI656041	-40706.6288326	3043	5%	-6.1035156	Chr10	miss50	Bicolor	40706.6288326
PI656041	PI656041_PI656041	-8661.9379863	556	1%	-7.2773438	Chr10	miss50	Bicolor	8661.9379863
PI656042	PI656042_PI656042	-153029.493710299	16070	25%	-3.4990234	Chr01	miss50	Durra	153029.493710299
PI656042	PI656042_PI656042	-73928.1369437999	6296	10%	-5.1816406	Chr01	miss50	Durra	73928.1369437999
PI656042	PI656042_PI656042	-39992.3914725	3118	5%	-5.9814453	Chr01	miss50	Durra	39992.3914725
PI656042	PI656042_PI656042	-8910.4045337	594	1%	-7.209961	Chr01	miss50	Durra	8910.4045337
PI656042	PI656042_PI656042	-86031.9855285	9591	25%	-3.3007812	Chr02	miss50	Durra	86031.9855285
PI656042	PI656042_PI656042	-39172.6619257	3472	10%	-4.9757812	Chr02	miss50	Durra	39172.6619257
PI656042	PI656042_PI656042	-21024.929065	1681	5%	-5.8046875	Chr02	miss50	Durra	21024.929065
PI656042	PI656042_PI656042	-4883.3984349	330	1%	-7.1015625	Chr02	miss50	Durra	4883.3984349
PI656042	PI656042_PI656042	-221661.187431699	25642	25%	-3.1981201	Chr03	miss50	Durra	221661.187431699
PI656042	PI656042_PI656042	-116113.6926998	10964	10%	-4.8928223	Chr03	miss50	Durra	116113.6926998
PI656042	PI656042_PI656042	-65252.5754491001	5589	5%	-5.73617855	Chr03	miss50	Durra	65252.5754491001
PI656042	PI656042_PI656042	-15349.3272778	1133	1%	-7.045371144	Chr03	miss50	Durra	15349.3272778
PI656042	PI656042_PI656042	-207933.3662681	20628	25%	-3.8300781	Chr04	miss50	Durra	207933.3662681
PI656042	PI656042_PI656042	-98124.3219023998	8103	10%	-5.4033203	Chr04	miss50	Durra	98124.3219023998
PI656042	PI656042_PI656042	-53256.3824541	4046	5%	-6.12265628	Chr04	miss50	Durra	53256.3824541
PI656042	PI656042_PI656042	-11642.6826235	766	1%	-7.2910156	Chr04	miss50	Durra	11642.6826235
PI656042	PI656042_PI656042	-275849.1402801	27587	25%	-3.6359863	Chr05	miss50	Durra	275849.1402801
PI656042	PI656042_PI656042	-137768.2628999	11427	10%	-5.276367	Chr05	miss50	Durra	137768.2628999
PI656042	PI656042_PI656042	-75531.6923045	5737	5%	-6.041992	Chr05	miss50	Durra	75531.6923045
PI656042	PI656042_PI656042	-17046.4184354	1119	1%	-7.2558594	Chr05	miss50	Durra	17046.4184354
PI656042	PI656042_PI656042	-234483.769838599	23818	25%	-3.9614258	Chr06	miss50	Durra	234483.769838599
PI656042	PI656042_PI656042	-112019.3982144	9612	10%	-5.501953	Chr06	miss50	Durra	112019.3982144
PI656042	PI656042_PI656042	-60799.9141559	4820	5%	-6.201172	Chr06	miss50	Durra	60799.9141559
PI656042	PI656042_PI656042	-13342.2131318	921	1%	-7.3916016	Chr06	miss50	Durra	13342.2131318
PI656042	PI656042_PI656042	-37269.1357040001	3892	25%	-3.703674325	Chr07	miss50	Durra	37269.1357040001
PI656042	PI656042_PI656042	-16616.6065605	1406	10%	-5.3376465	Chr07	miss50	Durra	16616.6065605
PI656042	PI656042_PI656042	-8839.64525720001	682	5%	-6.0955322	Chr07	miss50	Durra	8839.64525720001
PI656042	PI656042_PI656042	-2184.2451132	143	1%	-7.3183594	Chr07	miss50	Durra	2184.2451132
PI656042	PI656042_PI656042	-119867.1832235	11807	25%	-3.9101562	Chr08	miss50	Durra	119867.1832235
PI656042	PI656042_PI656042	-55679.7644104999	4592	10%	-5.44519045	Chr08	miss50	Durra	55679.7644104999
PI656042	PI656042_PI656042	-29719.2235221	2245	5%	-6.154297	Chr08	miss50	Durra	29719.2235221
PI656042	PI656042_PI656042	-6256.9838887	410	1%	-7.34375	Chr08	miss50	Durra	6256.9838887
PI656042	PI656042_PI656042	-156543.2968439	15375	25%	-3.75	Chr09	miss50	Durra	156543.2968439
PI656042	PI656042_PI656042	-76458.4228252	6259	10%	-5.33116459	Chr09	miss50	Durra	76458.4228252
PI656042	PI656042_PI656042	-41745.2334615	3133	5%	-6.0703125	Chr09	miss50	Durra	41745.2334615
PI656042	PI656042_PI656042	-9393.19531450001	611	1%	-7.2578125	Chr09	miss50	Durra	9393.19531450001
PI656042	PI656042_PI656042	-163490.324527701	17407	25%	-3.803711	Chr10	miss50	Durra	163490.324527701
PI656042	PI656042_PI656042	-77861.9861631001	6937	10%	-5.375	Chr10	miss50	Durra	77861.9861631001
PI656042	PI656042_PI656042	-42382.8889200001	3478	5%	-6.1035156	Chr10	miss50	Durra	42382.8889200001
PI656042	PI656042_PI656042	-9244.5864229	657	1%	-7.2773438	Chr10	miss50	Durra	9244.5864229
PI656043	PI656043_PI656043	-167995.662446499	17089	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	167995.662446499
PI656043	PI656043_PI656043	-82238.0451412	6837	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	82238.0451412
PI656043	PI656043_PI656043	-44605.1634635	3386	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	44605.1634635
PI656043	PI656043_PI656043	-10108.7768554	665	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	10108.7768554
PI656043	PI656043_PI656043	-226463.3396008	23965	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	226463.3396008
PI656043	PI656043_PI656043	-115425.9898126	9988	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	115425.9898126
PI656043	PI656043_PI656043	-63317.7343677001	4980	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	63317.7343677001
PI656043	PI656043_PI656043	-14487.231188	977	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	14487.231188
PI656043	PI656043_PI656043	-79102.216103	8616	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	79102.216103
PI656043	PI656043_PI656043	-36791.3935407	3188	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	36791.3935407
PI656043	PI656043_PI656043	-20037.1816911	1568	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	20037.1816911
PI656043	PI656043_PI656043	-4448.1791975	297	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4448.1791975
PI656043	PI656043_PI656043	-187198.1184997	17989	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	187198.1184997
PI656043	PI656043_PI656043	-91113.3266372001	7339	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	91113.3266372001
PI656043	PI656043_PI656043	-49307.2224233	3646	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	49307.2224233
PI656043	PI656043_PI656043	-11836.6145111	755	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11836.6145111
PI656043	PI656043_PI656043	-119705.1474671	11865	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	119705.1474671
PI656043	PI656043_PI656043	-57019.7760534999	4659	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	57019.7760534999
PI656043	PI656043_PI656043	-30316.8682817	2262	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30316.8682817
PI656043	PI656043_PI656043	-6610.7353421	426	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	6610.7353421
PI656043	PI656043_PI656043	-36282.6196096	3589	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	36282.6196096
PI656043	PI656043_PI656043	-14189.668697	1154	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	14189.668697
PI656043	PI656043_PI656043	-7462.7397438	559	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	7462.7397438
PI656043	PI656043_PI656043	-1741.6435535	112	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1741.6435535
PI656043	PI656043_PI656043	-171245.2120559	16899	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	171245.2120559
PI656043	PI656043_PI656043	-84802.2964447	6979	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	84802.2964447
PI656043	PI656043_PI656043	-46451.1857825999	3504	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	46451.1857825999
PI656043	PI656043_PI656043	-10625.6376978	695	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	10625.6376978
PI656043	PI656043_PI656043	-164065.2557684	15709	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	164065.2557684
PI656043	PI656043_PI656043	-79454.3132770999	6396	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	79454.3132770999
PI656043	PI656043_PI656043	-43225.2082409	3198	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	43225.2082409
PI656043	PI656043_PI656043	-10508.3154177	675	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	10508.3154177
PI656043	PI656043_PI656043	-150221.777855099	14574	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	150221.777855099
PI656043	PI656043_PI656043	-72396.3027007	5850	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	72396.3027007
PI656043	PI656043_PI656043	-38942.6843198999	2879	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	38942.6843198999
PI656043	PI656043_PI656043	-9067.2890603	578	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	9067.2890603
PI656043	PI656043_PI656043	-159687.1930381	15400	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	159687.1930381
PI656043	PI656043_PI656043	-75091.8738483001	6045	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	75091.8738483001
PI656043	PI656043_PI656043	-39750.7970625	2941	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	39750.7970625
PI656043	PI656043_PI656043	-8324.1748073	533	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8324.1748073
PI656044	PI656044_PI656044	-160508.062513799	16178	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	160508.062513799
PI656044	PI656044_PI656044	-78117.3271194999	6436	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	78117.3271194999
PI656044	PI656044_PI656044	-42132.7133362	3168	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	42132.7133362
PI656044	PI656044_PI656044	-10050.9199241	651	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	10050.9199241
PI656044	PI656044_PI656044	-71127.0657428	7647	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	71127.0657428
PI656044	PI656044_PI656044	-32146.8589364	2751	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	32146.8589364
PI656044	PI656044_PI656044	-16794.314442	1297	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	16794.314442
PI656044	PI656044_PI656044	-3912.5590828	255	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	3912.5590828
PI656044	PI656044_PI656044	-74417.3204636001	8015	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	74417.3204636001
PI656044	PI656044_PI656044	-34472.8372189	2924	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	34472.8372189
PI656044	PI656044_PI656044	-19231.3492479	1472	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	19231.3492479
PI656044	PI656044_PI656044	-4677.3217836	305	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4677.3217836
PI656044	PI656044_PI656044	-186379.219039201	17801	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	186379.219039201
PI656044	PI656044_PI656044	-90493.0434314001	7246	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	90493.0434314001
PI656044	PI656044_PI656044	-49044.6158537	3605	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	49044.6158537
PI656044	PI656044_PI656044	-11864.3557207	755	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11864.3557207
PI656044	PI656044_PI656044	-119597.7055231	11786	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	119597.7055231
PI656044	PI656044_PI656044	-57017.5272844	4634	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	57017.5272844
PI656044	PI656044_PI656044	-30683.6695508	2280	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30683.6695508
PI656044	PI656044_PI656044	-6681.1542845	427	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	6681.1542845
PI656044	PI656044_PI656044	-30042.8555834	2958	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	30042.8555834
PI656044	PI656044_PI656044	-11493.2250352	926	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	11493.2250352
PI656044	PI656044_PI656044	-5903.0485809	437	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	5903.0485809
PI656044	PI656044_PI656044	-1322.5893538	85	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1322.5893538
PI656044	PI656044_PI656044	-164808.9038696	16046	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	164808.9038696
PI656044	PI656044_PI656044	-83083.4832694001	6763	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	83083.4832694001
PI656044	PI656044_PI656044	-45934.1509879999	3426	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	45934.1509879999
PI656044	PI656044_PI656044	-10323.2612284	666	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	10323.2612284
PI656044	PI656044_PI656044	-161413.8620997	15295	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	161413.8620997
PI656044	PI656044_PI656044	-78483.7554806999	6263	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	78483.7554806999
PI656044	PI656044_PI656044	-42897.6385423	3147	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	42897.6385423
PI656044	PI656044_PI656044	-10376.8808487	662	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	10376.8808487
PI656044	PI656044_PI656044	-149256.5793194	14426	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	149256.5793194
PI656044	PI656044_PI656044	-72373.9851963	5834	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	72373.9851963
PI656044	PI656044_PI656044	-38733.1367112999	2859	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	38733.1367112999
PI656044	PI656044_PI656044	-9029.5517565	576	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	9029.5517565
PI656044	PI656044_PI656044	-158597.4991273	15279	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	158597.4991273
PI656044	PI656044_PI656044	-74292.0015931001	5968	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	74292.0015931001
PI656044	PI656044_PI656044	-39260.54169	2899	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	39260.54169
PI656044	PI656044_PI656044	-8269.34521660001	527	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8269.34521660001
PI656046	PI656046_PI656046	-189778.2226143	20029	25%	-3.4990234	Chr01	miss50	Bicolor	189778.2226143
PI656046	PI656046_PI656046	-93529.6281199001	8101	10%	-5.1816406	Chr01	miss50	Bicolor	93529.6281199001
PI656046	PI656046_PI656046	-51144.6856197001	4067	5%	-5.9814453	Chr01	miss50	Bicolor	51144.6856197001
PI656046	PI656046_PI656046	-11617.1032636	798	1%	-7.209961	Chr01	miss50	Bicolor	11617.1032636
PI656046	PI656046_PI656046	-197068.777156001	21578	25%	-3.3007812	Chr02	miss50	Bicolor	197068.777156001
PI656046	PI656046_PI656046	-98689.4669189998	8784	10%	-4.9757812	Chr02	miss50	Bicolor	98689.4669189998
PI656046	PI656046_PI656046	-54282.0197998	4381	5%	-5.8046875	Chr02	miss50	Bicolor	54282.0197998
PI656046	PI656046_PI656046	-11895.9022062	826	1%	-7.1015625	Chr02	miss50	Bicolor	11895.9022062
PI656046	PI656046_PI656046	-76781.2266352	8627	25%	-3.1981201	Chr03	miss50	Bicolor	76781.2266352
PI656046	PI656046_PI656046	-35262.4980136	3112	10%	-4.8928223	Chr03	miss50	Bicolor	35262.4980136
PI656046	PI656046_PI656046	-19710.5581088	1578	5%	-5.73617855	Chr03	miss50	Bicolor	19710.5581088
PI656046	PI656046_PI656046	-4381.3794025	299	1%	-7.045371144	Chr03	miss50	Bicolor	4381.3794025
PI656046	PI656046_PI656046	-196131.486834	20142	25%	-3.8300781	Chr04	miss50	Bicolor	196131.486834
PI656046	PI656046_PI656046	-92839.0015037	7988	10%	-5.4033203	Chr04	miss50	Bicolor	92839.0015037
PI656046	PI656046_PI656046	-49888.9564883	3954	5%	-6.12265628	Chr04	miss50	Bicolor	49888.9564883
PI656046	PI656046_PI656046	-11511.0874008	798	1%	-7.2910156	Chr04	miss50	Bicolor	11511.0874008
PI656046	PI656046_PI656046	-114690.870737	11953	25%	-3.6359863	Chr05	miss50	Bicolor	114690.870737
PI656046	PI656046_PI656046	-53647.0278579	4595	10%	-5.276367	Chr05	miss50	Bicolor	53647.0278579
PI656046	PI656046_PI656046	-28912.9471415	2272	5%	-6.041992	Chr05	miss50	Bicolor	28912.9471415
PI656046	PI656046_PI656046	-6521.3989312	444	1%	-7.2558594	Chr05	miss50	Bicolor	6521.3989312
PI656046	PI656046_PI656046	-244627.195923399	24563	25%	-3.9614258	Chr06	miss50	Bicolor	244627.195923399
PI656046	PI656046_PI656046	-114805.9221222	9742	10%	-5.501953	Chr06	miss50	Bicolor	114805.9221222
PI656046	PI656046_PI656046	-62092.5496764001	4878	5%	-6.201172	Chr06	miss50	Bicolor	62092.5496764001
PI656046	PI656046_PI656046	-14127.0734855	960	1%	-7.3916016	Chr06	miss50	Bicolor	14127.0734855
PI656046	PI656046_PI656046	-38384.0841494001	3994	25%	-3.703674325	Chr07	miss50	Bicolor	38384.0841494001
PI656046	PI656046_PI656046	-16514.7497456	1387	10%	-5.3376465	Chr07	miss50	Bicolor	16514.7497456
PI656046	PI656046_PI656046	-8904.35216960001	687	5%	-6.0955322	Chr07	miss50	Bicolor	8904.35216960001
PI656046	PI656046_PI656046	-2262.1298795	150	1%	-7.3183594	Chr07	miss50	Bicolor	2262.1298795
PI656046	PI656046_PI656046	-152827.5129241	15477	25%	-3.9101562	Chr08	miss50	Bicolor	152827.5129241
PI656046	PI656046_PI656046	-74043.0694581	6333	10%	-5.44519045	Chr08	miss50	Bicolor	74043.0694581
PI656046	PI656046_PI656046	-40615.748847	3209	5%	-6.154297	Chr08	miss50	Bicolor	40615.748847
PI656046	PI656046_PI656046	-9699.98534910001	673	1%	-7.34375	Chr08	miss50	Bicolor	9699.98534910001
PI656046	PI656046_PI656046	-158484.1363902	16309	25%	-3.75	Chr09	miss50	Bicolor	158484.1363902
PI656046	PI656046_PI656046	-77277.5909603999	6653	10%	-5.33116459	Chr09	miss50	Bicolor	77277.5909603999
PI656046	PI656046_PI656046	-42237.7349136	3344	5%	-6.0703125	Chr09	miss50	Bicolor	42237.7349136
PI656046	PI656046_PI656046	-9971.5287997	688	1%	-7.2578125	Chr09	miss50	Bicolor	9971.5287997
PI656046	PI656046_PI656046	-160563.7076406	16586	25%	-3.803711	Chr10	miss50	Bicolor	160563.7076406
PI656046	PI656046_PI656046	-76288.5600880002	6604	10%	-5.375	Chr10	miss50	Bicolor	76288.5600880002
PI656046	PI656046_PI656046	-41838.2885844001	3341	5%	-6.1035156	Chr10	miss50	Bicolor	41838.2885844001
PI656046	PI656046_PI656046	-9383.5241736	654	1%	-7.2773438	Chr10	miss50	Bicolor	9383.5241736
PI656047	PI656047_PI656047	-180944.4934925	19338	25%	-3.4990234	Chr01	miss50	Bicolor	180944.4934925
PI656047	PI656047_PI656047	-87791.9576424001	7620	10%	-5.1816406	Chr01	miss50	Bicolor	87791.9576424001
PI656047	PI656047_PI656047	-47864.2088166	3792	5%	-5.9814453	Chr01	miss50	Bicolor	47864.2088166
PI656047	PI656047_PI656047	-10722.2625769	729	1%	-7.209961	Chr01	miss50	Bicolor	10722.2625769
PI656047	PI656047_PI656047	-205663.2943903	23359	25%	-3.3007812	Chr02	miss50	Bicolor	205663.2943903
PI656047	PI656047_PI656047	-103575.7085125	9602	10%	-4.9757812	Chr02	miss50	Bicolor	103575.7085125
PI656047	PI656047_PI656047	-56726.2616117	4789	5%	-5.8046875	Chr02	miss50	Bicolor	56726.2616117
PI656047	PI656047_PI656047	-12407.1624085	897	1%	-7.1015625	Chr02	miss50	Bicolor	12407.1624085
PI656047	PI656047_PI656047	-75327.1828889	8840	25%	-3.1981201	Chr03	miss50	Bicolor	75327.1828889
PI656047	PI656047_PI656047	-33314.840035	3056	10%	-4.8928223	Chr03	miss50	Bicolor	33314.840035
PI656047	PI656047_PI656047	-17967.8247298	1475	5%	-5.73617855	Chr03	miss50	Bicolor	17967.8247298
PI656047	PI656047_PI656047	-4144.7123974	285	1%	-7.045371144	Chr03	miss50	Bicolor	4144.7123974
PI656047	PI656047_PI656047	-175692.9680745	17573	25%	-3.8300781	Chr04	miss50	Bicolor	175692.9680745
PI656047	PI656047_PI656047	-83533.3728488	6948	10%	-5.4033203	Chr04	miss50	Bicolor	83533.3728488
PI656047	PI656047_PI656047	-45128.6735676	3456	5%	-6.12265628	Chr04	miss50	Bicolor	45128.6735676
PI656047	PI656047_PI656047	-10569.3105291	701	1%	-7.2910156	Chr04	miss50	Bicolor	10569.3105291
PI656047	PI656047_PI656047	-142798.4151698	15283	25%	-3.6359863	Chr05	miss50	Bicolor	142798.4151698
PI656047	PI656047_PI656047	-67377.242446	5912	10%	-5.276367	Chr05	miss50	Bicolor	67377.242446
PI656047	PI656047_PI656047	-36501.3611671	2935	5%	-6.041992	Chr05	miss50	Bicolor	36501.3611671
