gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_V10	selection_Description	selection_condition
Sobic.009G247001	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62051535	62057817	+	9	62055001	62095000	0.254007	2	9	62051535	62057817	+	Sobic.009G247001	RNA recognition motif	fst_breeding_improved_vs_landrace
Sobic.009G247100	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62055235	62062264	+	9	62055001	62095000	0.254007	2	9	62055235	62062264	+	Sobic.009G247100	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247100	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62055235	62062264	+	9	62055001	62095000	0.254007	2	9	62055235	62062264	+	Sobic.009G247100	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247100	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62055235	62062264	+	9	62055001	62095000	0.254007	2	9	62055235	62062264	+	Sobic.009G247100	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247100	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62055235	62062264	+	9	62055001	62095000	0.254007	2	9	62055235	62062264	+	Sobic.009G247100	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247201	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62059868	62066103	-	9	62055001	62095000	0.254007	2	9	62059868	62066103	-	Sobic.009G247201	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247201	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62059868	62066103	-	9	62055001	62095000	0.254007	2	9	62059868	62066103	-	Sobic.009G247201	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247201	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62059868	62066103	-	9	62055001	62095000	0.254007	2	9	62059868	62066103	-	Sobic.009G247201	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247201	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62059868	62066103	-	9	62055001	62095000	0.254007	2	9	62059868	62066103	-	Sobic.009G247201	Belongs to the peptidase S10 family	fst_breeding_improved_vs_landrace
Sobic.009G247300	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62063678	62071387	-	9	62055001	62095000	0.254007	2	9	62063678	62071387	-	Sobic.009G247300	DNA binding domain	fst_breeding_improved_vs_landrace
Sobic.009G247300	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62063678	62071387	-	9	62055001	62095000	0.254007	2	9	62063678	62071387	-	Sobic.009G247300	DNA binding domain	fst_breeding_improved_vs_landrace
Sobic.009G247300	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62063678	62071387	-	9	62055001	62095000	0.254007	2	9	62063678	62071387	-	Sobic.009G247300	DNA binding domain	fst_breeding_improved_vs_landrace
Sobic.009G247300	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62063678	62071387	-	9	62055001	62095000	0.254007	2	9	62063678	62071387	-	Sobic.009G247300	DNA binding domain	fst_breeding_improved_vs_landrace
Sobic.009G247400	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62080794	62092551	+	9	62055001	62095000	0.254007	2	9	62080794	62092551	+	Sobic.009G247400	PXA domain	fst_breeding_improved_vs_landrace
Sobic.009G247400	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62080794	62092551	+	9	62055001	62095000	0.254007	2	9	62080794	62092551	+	Sobic.009G247400	PXA domain	fst_breeding_improved_vs_landrace
Sobic.009G247400	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62080794	62092551	+	9	62055001	62095000	0.254007	2	9	62080794	62092551	+	Sobic.009G247400	PXA domain	fst_breeding_improved_vs_landrace
Sobic.009G247400	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62080794	62092551	+	9	62055001	62095000	0.254007	2	9	62080794	62092551	+	Sobic.009G247400	PXA domain	fst_breeding_improved_vs_landrace
Sobic.009G247500	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	62094818	62100298	+	9	62055001	62095000	0.254007	2	9	62094818	62100298	+	Sobic.009G247500	Transcriptional repressor, ovate	fst_breeding_improved_vs_landrace
Sobic.009G247500	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62094818	62100298	+	9	62055001	62095000	0.254007	2	9	62094818	62100298	+	Sobic.009G247500	Transcriptional repressor, ovate	fst_breeding_improved_vs_landrace
Sobic.009G247500	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	62094818	62100298	+	9	62055001	62095000	0.254007	2	9	62094818	62100298	+	Sobic.009G247500	Transcriptional repressor, ovate	fst_breeding_improved_vs_landrace
Sobic.009G247500	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	62094818	62100298	+	9	62055001	62095000	0.254007	2	9	62094818	62100298	+	Sobic.009G247500	Transcriptional repressor, ovate	fst_breeding_improved_vs_landrace
Sobic.009G253450	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62545354	62555419	-	9	62550001	62600000	0.271649	4	9	62545354	62555419	-	Sobic.009G253450	NA	fst_breeding_improved_vs_landrace
Sobic.009G253450	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62545354	62555419	-	9	62550001	62600000	0.271649	4	9	62545354	62555419	-	Sobic.009G253450	NA	fst_breeding_improved_vs_landrace
Sobic.009G253450	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62545354	62555419	-	9	62550001	62600000	0.271649	4	9	62545354	62555419	-	Sobic.009G253450	NA	fst_breeding_improved_vs_landrace
Sobic.009G253450	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62545354	62555419	-	9	62550001	62600000	0.271649	4	9	62545354	62555419	-	Sobic.009G253450	NA	fst_breeding_improved_vs_landrace
Sobic.009G253450	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62545354	62555419	-	9	62550001	62600000	0.271649	4	9	62545354	62555419	-	Sobic.009G253450	NA	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253500	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62554761	62560056	-	9	62550001	62600000	0.271649	4	9	62554761	62560056	-	Sobic.009G253500	A Receptor for Ubiquitination Targets	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253600	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62557552	62562529	-	9	62550001	62600000	0.271649	4	9	62557552	62562529	-	Sobic.009G253600	endonuclease activity	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253700	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62558627	62565111	-	9	62550001	62600000	0.271649	4	9	62558627	62565111	-	Sobic.009G253700	Phosphatidylinositol 3- and 4-kinase	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253800	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62564025	62569884	+	9	62550001	62600000	0.271649	4	9	62564025	62569884	+	Sobic.009G253800	Belongs to the peptidase A1 family	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G253925	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62573197	62579971	-	9	62550001	62600000	0.271649	4	9	62573197	62579971	-	Sobic.009G253925	NA	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	62557491	62637491	8.7e-06	62597491	1	X2020.HN.plantHeigh	HN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	62516981	62714314	2e-06	62557027	14	X2021.HN.daysToFlowe	HN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	62205222	62787611	8.69e-08	62253764	105	X2020.LN.plantHeigh	LN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	62541252	62621725	2.96e-06	62581252	2	X2021.LN.daysToFlowe	LN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
Sobic.009G254000	9	62542750	62626972	2.75e-06	62582750	3	X2021.LN.plantHeigh	LN	9	62596787	62606134	+	9	62550001	62600000	0.271649	4	9	62596787	62606134	+	Sobic.009G254000	Protein kinase domain	fst_breeding_improved_vs_landrace
