gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_Description	selection_condition
Sobic.007G048500	7	4724553	4804553	6.86e-06	4764553	1	X2020.leafAngleStandardDeviation.N	NR	7	4796690	4801049	-	7	4799977	4885574	1199.42502	7	4796690	4801049	-	Sobic.007G048500	-	balancing_landrace_only
Sobic.007G048600	7	4725286	4805286	4.99e-06	4765286	1	X2020.LN.stemDiameterUppe	LN	7	4801777	4808513	-	7	4799977	4885574	1199.42502	7	4801777	4808513	-	Sobic.007G048600	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	balancing_landrace_only
Sobic.007G048600	7	4724553	4804553	6.86e-06	4764553	1	X2020.leafAngleStandardDeviation.N	NR	7	4801777	4808513	-	7	4799977	4885574	1199.42502	7	4801777	4808513	-	Sobic.007G048600	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	balancing_landrace_only
Sobic.007G070500	7	7800099	7880099	8.25e-06	7840099	1	X2021.HN.percentAs	HN	7	7800042	7806949	-	7	7758794	7854825	1409.16266	7	7800042	7806949	-	Sobic.007G070500	F-box LRR-repeat protein	balancing_landrace_only
Sobic.007G070600	7	7800099	7880099	8.25e-06	7840099	1	X2021.HN.percentAs	HN	7	7813925	7819732	-	7	7758794	7854825	1409.16266	7	7813925	7819732	-	Sobic.007G070600	Purine nucleobase transmembrane transport	balancing_landrace_only
Sobic.007G070700	7	7800099	7880099	8.25e-06	7840099	1	X2021.HN.percentAs	HN	7	7824752	7832028	+	7	7758794	7854825	1409.16266	7	7824752	7832028	+	Sobic.007G070700	F-box LRR-repeat protein	balancing_landrace_only
Sobic.007G070900	7	7800099	7880099	8.25e-06	7840099	1	X2021.HN.percentAs	HN	7	7849799	7857283	-	7	7758794	7854825	1409.16266	7	7849799	7857283	-	Sobic.007G070900	F-box-like	balancing_landrace_only
Sobic.007G080300	7	9465613	9545613	4.34e-08	9505613	1	X2021.tillersPerPlant.N	NR	7	9504460	9511344	+	7	9443389	9551719	1458.807393	7	9504460	9511344	+	Sobic.007G080300	BTB POZ and MATH domain-containing protein	balancing_landrace_only
Sobic.007G153500	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62004108	62014654	-	7	62012675	62201041	1729.94701	7	62004108	62014654	-	Sobic.007G153500	ZIP Zinc transporter	balancing_landrace_only
Sobic.007G153600	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62012685	62018049	+	7	62012675	62201041	1729.94701	7	62012685	62018049	+	Sobic.007G153600	TB2/DP1, HVA22 family	balancing_landrace_only
Sobic.007G153700	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62019220	62025591	+	7	62012675	62201041	1729.94701	7	62019220	62025591	+	Sobic.007G153700	Protein of unknown function, DUF573	balancing_landrace_only
Sobic.007G153800	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62041581	62046283	+	7	62012675	62201041	1729.94701	7	62041581	62046283	+	Sobic.007G153800	NA	balancing_landrace_only
Sobic.007G153900	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62045825	62055758	+	7	62012675	62201041	1729.94701	7	62045825	62055758	+	Sobic.007G153900	Nitrate reductase is a key enzyme involved in the first step of nitrate assimilation in plants, fungi and bacteria	balancing_landrace_only
Sobic.007G154001	7	61975500	62055500	7.43e-06	62015500	1	X2020.LN.rachisDiameterUppe	LN	7	62052151	62058899	-	7	62012675	62201041	1729.94701	7	62052151	62058899	-	Sobic.007G154001	Leucine rich repeat N-terminal domain	balancing_landrace_only
Sobic.007G158900	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62713150	62721491	-	7	62718028	62803024	1189.554262	7	62713150	62721491	-	Sobic.007G158900	Acidic C-terminal region of sodium channel modifier 1 SCNM1	balancing_landrace_only
Sobic.007G159000	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62721688	62732695	+	7	62718028	62803024	1189.554262	7	62721688	62732695	+	Sobic.007G159000	DNA binding domain with preference for A/T rich regions	balancing_landrace_only
Sobic.007G159200	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62735718	62744884	+	7	62718028	62803024	1189.554262	7	62735718	62744884	+	Sobic.007G159200	PWWP domain	balancing_landrace_only
Sobic.007G159300	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62745329	62751193	+	7	62718028	62803024	1189.554262	7	62745329	62751193	+	Sobic.007G159300	helix loop helix domain	balancing_landrace_only
Sobic.007G159450	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62748967	62753743	+	7	62718028	62803024	1189.554262	7	62748967	62753743	+	Sobic.007G159450	RNA-binding protein 12-like	balancing_landrace_only
Sobic.007G159500	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62750687	62764191	-	7	62718028	62803024	1189.554262	7	62750687	62764191	-	Sobic.007G159500	Uncharacterized protein family UPF0029	balancing_landrace_only
Sobic.007G159600	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62752741	62757531	+	7	62718028	62803024	1189.554262	7	62752741	62757531	+	Sobic.007G159600	RNA-binding protein 12-like	balancing_landrace_only
Sobic.007G159650	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62756024	62760780	+	7	62718028	62803024	1189.554262	7	62756024	62760780	+	Sobic.007G159650	RNA-binding protein 12-like	balancing_landrace_only
Sobic.007G159700	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62761934	62769080	-	7	62718028	62803024	1189.554262	7	62761934	62769080	-	Sobic.007G159700	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements	balancing_landrace_only
Sobic.007G159750	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62766930	62771738	-	7	62718028	62803024	1189.554262	7	62766930	62771738	-	Sobic.007G159750	NA	balancing_landrace_only
Sobic.007G159800	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62769468	62777704	-	7	62718028	62803024	1189.554262	7	62769468	62777704	-	Sobic.007G159800	Domain of unknown function (DUF296)	balancing_landrace_only
Sobic.007G159900	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62775493	62788787	-	7	62718028	62803024	1189.554262	7	62775493	62788787	-	Sobic.007G159900	Ubiquitin carboxyl-terminal hydrolase	balancing_landrace_only
Sobic.007G159975	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62793135	62798449	+	7	62718028	62803024	1189.554262	7	62793135	62798449	+	Sobic.007G159975	NA	balancing_landrace_only
Sobic.007G160050	7	62711826	62826242	1.77e-06	62757232	35	X2020.LN.stemDiameterLowe	LN	7	62794761	62816002	+	7	62718028	62803024	1189.554262	7	62794761	62816002	+	Sobic.007G160050	NA	balancing_landrace_only
Sobic.007G165800	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63459371	63466425	+	7	63440917	63523839	1145.835517	7	63459371	63466425	+	Sobic.007G165800	Transferase family	balancing_landrace_only
Sobic.007G165900	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63464650	63472894	+	7	63440917	63523839	1145.835517	7	63464650	63472894	+	Sobic.007G165900	ubiquitin carboxyl-terminal hydrolase	balancing_landrace_only
Sobic.007G166000	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63473001	63478717	+	7	63440917	63523839	1145.835517	7	63473001	63478717	+	Sobic.007G166000	zinc finger	balancing_landrace_only
Sobic.007G166100	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63493716	63502676	+	7	63440917	63523839	1145.835517	7	63493716	63502676	+	Sobic.007G166100	No apical meristem (NAM) protein	balancing_landrace_only
Sobic.007G166200	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63500744	63509688	-	7	63440917	63523839	1145.835517	7	63500744	63509688	-	Sobic.007G166200	The chloroplastic, NADP-dependent form is essential for the photosynthesis C4 cycle, which allows plants to circumvent the problem of photorespiration. In C4 plants, NADP-MDH activity acts to convert oxaloacetate to malate in chloroplasts of mesophyll cells for transport to the bundle sheath cells	balancing_landrace_only
Sobic.007G166300	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63506225	63514028	-	7	63440917	63523839	1145.835517	7	63506225	63514028	-	Sobic.007G166300	The chloroplastic, NADP-dependent form is essential for the photosynthesis C4 cycle, which allows plants to circumvent the problem of photorespiration. In C4 plants, NADP-MDH activity acts to convert oxaloacetate to malate in chloroplasts of mesophyll cells for transport to the bundle sheath cells	balancing_landrace_only
Sobic.007G166400	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63514513	63522955	+	7	63440917	63523839	1145.835517	7	63514513	63522955	+	Sobic.007G166400	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors	balancing_landrace_only
Sobic.007G166500	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63519877	63524740	+	7	63440917	63523839	1145.835517	7	63519877	63524740	+	Sobic.007G166500	Lytic transglycolase	balancing_landrace_only
Sobic.007G166600	7	63445735	63525735	8.55e-06	63485735	1	X2020.LN.medianLeafAngl	LN	7	63521814	63528770	-	7	63440917	63523839	1145.835517	7	63521814	63528770	-	Sobic.007G166600	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	balancing_landrace_only
Sobic.007G171500	7	64039666	64119672	7.48e-06	64079666	2	X2020.LN.medianLeafAngl	LN	7	64036989	64044569	-	7	63952855	64037603	1146.927262	7	64036989	64044569	-	Sobic.007G171500	Cytochrome C1 family	balancing_landrace_only
Sobic.007G200400	7	66491299	66572513	1.19e-06	66532513	2	X2020.HN.percentStarc	HN	7	66514112	66519648	+	7	66517397	66617581	1887.617533	7	66514112	66519648	+	Sobic.007G200400	Lateral organ boundaries (LOB) domain	balancing_landrace_only
Sobic.007G200500	7	66491299	66572513	1.19e-06	66532513	2	X2020.HN.percentStarc	HN	7	66517316	66533306	-	7	66517397	66617581	1887.617533	7	66517316	66533306	-	Sobic.007G200500	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	balancing_landrace_only
Sobic.007G200600	7	66491299	66572513	1.19e-06	66532513	2	X2020.HN.percentStarc	HN	7	66530124	66545684	-	7	66517397	66617581	1887.617533	7	66530124	66545684	-	Sobic.007G200600	Arsenite-resistance protein 2	balancing_landrace_only
Sobic.007G200700	7	66491299	66572513	1.19e-06	66532513	2	X2020.HN.percentStarc	HN	7	66559230	66564700	-	7	66517397	66617581	1887.617533	7	66559230	66564700	-	Sobic.007G200700	Pyridoxamine 5'-phosphate oxidase	balancing_landrace_only
Sobic.008G024100	8	2152616	2232616	1.42e-06	2192616	1	X2020.panicleGrainWeight.N	NR	8	2191305	2201536	-	8	2167950	2254806	1230.22052	8	2191305	2201536	-	Sobic.008G024100	BEST Arabidopsis thaliana protein match is	balancing_landrace_only
Sobic.008G024100	8	2167969	2247969	9.75e-06	2207969	1	X2020.rachisLength.N	NR	8	2191305	2201536	-	8	2167950	2254806	1230.22052	8	2191305	2201536	-	Sobic.008G024100	BEST Arabidopsis thaliana protein match is	balancing_landrace_only
Sobic.008G024200	8	2152616	2232616	1.42e-06	2192616	1	X2020.panicleGrainWeight.N	NR	8	2217649	2224388	+	8	2167950	2254806	1230.22052	8	2217649	2224388	+	Sobic.008G024200	Belongs to the universal ribosomal protein uL11 family	balancing_landrace_only
Sobic.008G024200	8	2167969	2247969	9.75e-06	2207969	1	X2020.rachisLength.N	NR	8	2217649	2224388	+	8	2167950	2254806	1230.22052	8	2217649	2224388	+	Sobic.008G024200	Belongs to the universal ribosomal protein uL11 family	balancing_landrace_only
Sobic.008G024300	8	2167969	2247969	9.75e-06	2207969	1	X2020.rachisLength.N	NR	8	2239444	2248854	+	8	2167950	2254806	1230.22052	8	2239444	2248854	+	Sobic.008G024300	belongs to the protein kinase superfamily	balancing_landrace_only
Sobic.008G042665	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4306970	4312099	+	8	4301547	4409342	1217.97231	8	4306970	4312099	+	Sobic.008G042665	GNT-I family	balancing_landrace_only
Sobic.008G042700	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4309191	4319570	-	8	4301547	4409342	1217.97231	8	4309191	4319570	-	Sobic.008G042700	E2F transcription factor CC-MB domain	balancing_landrace_only
Sobic.008G042800	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4338420	4345345	-	8	4301547	4409342	1217.97231	8	4338420	4345345	-	Sobic.008G042800	Clp amino terminal domain, pathogenicity island component	balancing_landrace_only
Sobic.008G042900	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4351137	4357470	-	8	4301547	4409342	1217.97231	8	4351137	4357470	-	Sobic.008G042900	Late embryogenesis abundant protein	balancing_landrace_only
Sobic.008G043000	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4360441	4365835	-	8	4301547	4409342	1217.97231	8	4360441	4365835	-	Sobic.008G043000	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	balancing_landrace_only
Sobic.008G043100	8	4286381	4366584	1.3e-06	4326584	6	X2020.LN.branchInternodeLengt	LN	8	4365984	4371063	-	8	4301547	4409342	1217.97231	8	4365984	4371063	-	Sobic.008G043100	Late embryogenesis abundant protein	balancing_landrace_only
Sobic.008G051200	8	5185348	5267488	1.15e-06	5227483	15	X2020.HN.percentMoistur	HN	8	5205737	5217623	+	8	5213065	5307904	1497.616848	8	5205737	5217623	+	Sobic.008G051200	DnaJ C terminal domain	balancing_landrace_only
Sobic.008G051200	8	5187483	5267483	3.2e-06	5227483	1	X2020.HN.percentOi	HN	8	5205737	5217623	+	8	5213065	5307904	1497.616848	8	5205737	5217623	+	Sobic.008G051200	DnaJ C terminal domain	balancing_landrace_only
Sobic.008G051200	8	5185348	5267488	1.32e-08	5227483	22	X2020.HN.percentStarc	HN	8	5205737	5217623	+	8	5213065	5307904	1497.616848	8	5205737	5217623	+	Sobic.008G051200	DnaJ C terminal domain	balancing_landrace_only
Sobic.008G051300	8	5185348	5267488	1.15e-06	5227483	15	X2020.HN.percentMoistur	HN	8	5216005	5226300	+	8	5213065	5307904	1497.616848	8	5216005	5226300	+	Sobic.008G051300	AMP-binding enzyme	balancing_landrace_only
Sobic.008G051300	8	5187483	5267483	3.2e-06	5227483	1	X2020.HN.percentOi	HN	8	5216005	5226300	+	8	5213065	5307904	1497.616848	8	5216005	5226300	+	Sobic.008G051300	AMP-binding enzyme	balancing_landrace_only
Sobic.008G051300	8	5185348	5267488	1.32e-08	5227483	22	X2020.HN.percentStarc	HN	8	5216005	5226300	+	8	5213065	5307904	1497.616848	8	5216005	5226300	+	Sobic.008G051300	AMP-binding enzyme	balancing_landrace_only
Sobic.008G051400	8	5185348	5267488	1.15e-06	5227483	15	X2020.HN.percentMoistur	HN	8	5225921	5232100	+	8	5213065	5307904	1497.616848	8	5225921	5232100	+	Sobic.008G051400	zinc finger binding to DNA consensus sequence [AT]GATA[AG]	balancing_landrace_only
Sobic.008G051400	8	5187483	5267483	3.2e-06	5227483	1	X2020.HN.percentOi	HN	8	5225921	5232100	+	8	5213065	5307904	1497.616848	8	5225921	5232100	+	Sobic.008G051400	zinc finger binding to DNA consensus sequence [AT]GATA[AG]	balancing_landrace_only
Sobic.008G051400	8	5185348	5267488	1.32e-08	5227483	22	X2020.HN.percentStarc	HN	8	5225921	5232100	+	8	5213065	5307904	1497.616848	8	5225921	5232100	+	Sobic.008G051400	zinc finger binding to DNA consensus sequence [AT]GATA[AG]	balancing_landrace_only
Sobic.008G080500	8	14116159	14273679	2.25e-06	14214569	7	X2021.HN.percentStarc	HN	8	14164528	14176797	-	8	14113586	14312677	3112.863731	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	balancing_landrace_only
Sobic.008G080500	8	14159171	14239171	7.49e-06	14199171	1	X2020.LN.primaryBranchNumbe	LN	8	14164528	14176797	-	8	14113586	14312677	3112.863731	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	balancing_landrace_only
Sobic.008G080500	8	14136612	14218308	1.45e-06	14177197	31	X2020.LN.tillersPerPlan	LN	8	14164528	14176797	-	8	14113586	14312677	3112.863731	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	balancing_landrace_only
Sobic.008G096402	8	48548061	48628961	7.73e-06	48588061	3	X2020.HN.thirdLeafWidt	HN	8	48549172	48556888	+	8	48502025	48582312	1156.625528	8	48549172	48556888	+	Sobic.008G096402	Protein of unknown function (DUF3615)	balancing_landrace_only
Sobic.008G101351	8	51192659	51272659	9.68e-06	51232659	1	X2020.HN.percentStarc	HN	8	51236506	51241975	+	8	51134484	51236810	1399.591659	8	51236506	51241975	+	Sobic.008G101351	NA	balancing_landrace_only
Sobic.008G103066	8	51814352	51894352	3.23e-06	51854352	1	X2021.HN.percentAs	HN	8	51834192	51838877	-	8	51776857	51869021	1240.216225	8	51834192	51838877	-	Sobic.008G103066	NA	balancing_landrace_only
Sobic.008G113800	8	55244334	55324372	4.04e-06	55284366	6	X2020.LN.branchInternodeLengt	LN	8	55239028	55244786	+	8	55228865	55327404	2103.488546	8	55239028	55244786	+	Sobic.008G113800	-	balancing_landrace_only
Sobic.008G113900	8	55244334	55324372	4.04e-06	55284366	6	X2020.LN.branchInternodeLengt	LN	8	55243014	55249436	+	8	55228865	55327404	2103.488546	8	55243014	55249436	+	Sobic.008G113900	-	balancing_landrace_only
Sobic.008G114000	8	55244334	55324372	4.04e-06	55284366	6	X2020.LN.branchInternodeLengt	LN	8	55246882	55252246	+	8	55228865	55327404	2103.488546	8	55246882	55252246	+	Sobic.008G114000	-	balancing_landrace_only
Sobic.008G114200	8	55244334	55324372	4.04e-06	55284366	6	X2020.LN.branchInternodeLengt	LN	8	55268080	55274366	-	8	55228865	55327404	2103.488546	8	55268080	55274366	-	Sobic.008G114200	-	balancing_landrace_only
Sobic.008G121900	8	57117521	57209210	2.71e-06	57169210	2	X2020.LN.branchInternodeLengt	LN	8	57157420	57176692	+	8	57100762	57209756	1752.342532	8	57157420	57176692	+	Sobic.008G121900	Domain of unknown function (DUF4220)	balancing_landrace_only
Sobic.009G035000	9	3157558	3237558	7.6e-06	3197558	1	X2020.estimatedPlotYield.N	NR	9	3233450	3240422	+	9	3216568	3344963	1990.552313	9	3233450	3240422	+	Sobic.009G035000	-	balancing_landrace_only
Sobic.009G035100	9	3157558	3237558	7.6e-06	3197558	1	X2020.estimatedPlotYield.N	NR	9	3234971	3241360	-	9	3216568	3344963	1990.552313	9	3234971	3241360	-	Sobic.009G035100	Thioesterase superfamily	balancing_landrace_only
Sobic.009G035200	9	3157558	3237558	7.6e-06	3197558	1	X2020.estimatedPlotYield.N	NR	9	3237249	3246065	-	9	3216568	3344963	1990.552313	9	3237249	3246065	-	Sobic.009G035200	Thioesterase superfamily	balancing_landrace_only
Sobic.009G057600	9	5910280	5997230	1.48e-06	5950280	2	X2020.HN.percentMoistur	HN	9	5912634	5922170	+	9	5913731	5994378	1122.676161	9	5912634	5922170	+	Sobic.009G057600	B3 DNA binding domain	balancing_landrace_only
Sobic.009G059600	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6266744	6276187	-	9	6273972	6380278	1704.129827	9	6266744	6276187	-	Sobic.009G059600	KIP1-like protein	balancing_landrace_only
Sobic.009G059700	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6273109	6280520	-	9	6273972	6380278	1704.129827	9	6273109	6280520	-	Sobic.009G059700	Belongs to the thioredoxin family	balancing_landrace_only
Sobic.009G059800	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6283875	6288700	+	9	6273972	6380278	1704.129827	9	6283875	6288700	+	Sobic.009G059800	-	balancing_landrace_only
Sobic.009G059866	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6288944	6293690	+	9	6273972	6380278	1704.129827	9	6288944	6293690	+	Sobic.009G059866	-	balancing_landrace_only
Sobic.009G059932	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6292763	6297555	+	9	6273972	6380278	1704.129827	9	6292763	6297555	+	Sobic.009G059932	-	balancing_landrace_only
Sobic.009G060000	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6300238	6306514	+	9	6273972	6380278	1704.129827	9	6300238	6306514	+	Sobic.009G060000	WD40 repeats	balancing_landrace_only
Sobic.009G060100	9	6221078	6313138	2.26e-07	6273109	13	X2020.HN.estimatedPlotYiel	HN	9	6308570	6315766	+	9	6273972	6380278	1704.129827	9	6308570	6315766	+	Sobic.009G060100	Allinase	balancing_landrace_only
Sobic.009G061800	9	6515145	6595258	4.31e-06	6555200	11	X2020.LN.plantHeigh	LN	9	6517717	6524276	-	9	6492435	6604262	2318.412609	9	6517717	6524276	-	Sobic.009G061800	Protein kinase domain	balancing_landrace_only
Sobic.009G061900	9	6515145	6595258	4.31e-06	6555200	11	X2020.LN.plantHeigh	LN	9	6520040	6536449	-	9	6492435	6604262	2318.412609	9	6520040	6536449	-	Sobic.009G061900	Leucine Rich repeats (2 copies)	balancing_landrace_only
Sobic.009G062000	9	6515145	6595258	4.31e-06	6555200	11	X2020.LN.plantHeigh	LN	9	6542183	6549520	+	9	6492435	6604262	2318.412609	9	6542183	6549520	+	Sobic.009G062000	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	balancing_landrace_only
Sobic.009G062150	9	6588300	6668300	9.01e-06	6628300	1	X2020.HN.estimatedPlotYiel	HN	9	6589600	6594101	-	9	6492435	6604262	2318.412609	9	6589600	6594101	-	Sobic.009G062150	Auxin responsive protein	balancing_landrace_only
Sobic.009G062150	9	6515145	6595258	4.31e-06	6555200	11	X2020.LN.plantHeigh	LN	9	6589600	6594101	-	9	6492435	6604262	2318.412609	9	6589600	6594101	-	Sobic.009G062150	Auxin responsive protein	balancing_landrace_only
Sobic.009G111000	9	48317458	48397458	8.18e-06	48357458	1	X2021.HN.tillersPerPlan	HN	9	48329292	48336008	-	9	48205752	48331753	2255.593107	9	48329292	48336008	-	Sobic.009G111000	Pectinesterase	balancing_landrace_only
Sobic.009G127900	9	51765248	51845325	1.95e-06	51805248	2	X2021.HN.percentAs	HN	9	51839644	51847701	-	9	51845691	51932685	1295.993472	9	51839644	51847701	-	Sobic.009G127900	NA	balancing_landrace_only
Sobic.009G127900	9	51769495	51855967	2.21e-06	51815967	4	X2020.rachisLength.N	NR	9	51839644	51847701	-	9	51845691	51932685	1295.993472	9	51839644	51847701	-	Sobic.009G127900	NA	balancing_landrace_only
Sobic.009G238200	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61430467	61437117	+	9	61431548	61520463	1284.143132	9	61430467	61437117	+	Sobic.009G238200	DNA binding domain	balancing_landrace_only
Sobic.009G238200	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61430467	61437117	+	9	61431548	61520463	1284.143132	9	61430467	61437117	+	Sobic.009G238200	DNA binding domain	balancing_landrace_only
Sobic.009G238200	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61430467	61437117	+	9	61431548	61520463	1284.143132	9	61430467	61437117	+	Sobic.009G238200	DNA binding domain	balancing_landrace_only
Sobic.009G238200	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61430467	61437117	+	9	61431548	61520463	1284.143132	9	61430467	61437117	+	Sobic.009G238200	DNA binding domain	balancing_landrace_only
Sobic.009G238200	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61430467	61437117	+	9	61431548	61520463	1284.143132	9	61430467	61437117	+	Sobic.009G238200	DNA binding domain	balancing_landrace_only
Sobic.009G238300	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61431871	61438192	-	9	61431548	61520463	1284.143132	9	61431871	61438192	-	Sobic.009G238300	Protein of unknown function (DUF3593)	balancing_landrace_only
Sobic.009G238300	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61431871	61438192	-	9	61431548	61520463	1284.143132	9	61431871	61438192	-	Sobic.009G238300	Protein of unknown function (DUF3593)	balancing_landrace_only
Sobic.009G238300	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61431871	61438192	-	9	61431548	61520463	1284.143132	9	61431871	61438192	-	Sobic.009G238300	Protein of unknown function (DUF3593)	balancing_landrace_only
Sobic.009G238300	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61431871	61438192	-	9	61431548	61520463	1284.143132	9	61431871	61438192	-	Sobic.009G238300	Protein of unknown function (DUF3593)	balancing_landrace_only
Sobic.009G238300	9	60235556	62314672	4.29e-13	60854610	1768	X2021.LN.plantHeigh	LN	9	61431871	61438192	-	9	61431548	61520463	1284.143132	9	61431871	61438192	-	Sobic.009G238300	Protein of unknown function (DUF3593)	balancing_landrace_only
Sobic.009G238401	9	60406799	62191544	1.99e-10	60911715	890	X2020.HN.plantHeigh	HN	9	61436940	61441956	+	9	61431548	61520463	1284.143132	9	61436940	61441956	+	Sobic.009G238401	-	balancing_landrace_only
Sobic.009G238401	9	59960351	62784475	2.39e-15	60816983	2829	X2021.HN.plantHeigh	HN	9	61436940	61441956	+	9	61431548	61520463	1284.143132	9	61436940	61441956	+	Sobic.009G238401	-	balancing_landrace_only
Sobic.009G238401	9	61395847	61795274	3.14e-07	61637576	62	X2021.HN.thirdLeafLengt	HN	9	61436940	61441956	+	9	61431548	61520463	1284.143132	9	61436940	61441956	+	Sobic.009G238401	-	balancing_landrace_only
Sobic.009G238401	9	59960689	62174173	3.18e-13	60856964	1861	X2020.LN.plantHeigh	LN	9	61436940	61441956	+	9	61431548	61520463	1284.143132	9	61436940	61441956	+	Sobic.009G238401	-	balancing_landrace_only
